"","ID","State","StateName","JobCode","JobName","TotalEmployment","AverageHourlySalary","AverageYearlySalary"
"11626","45","SC","South Carolina","47-2171","Reinforcing iron and rebar workers",230,15.86,32980
"11627","72","PR","Puerto Rico","49-9069","Precision instrument and equipment repairers, all other",230,15.92,33120
"11628","05","AR","Arkansas","43-4011","Brokerage clerks",230,15.96,33200
"11629","21","KY","Kentucky","23-2093","Title examiners, abstractors, and searchers",230,16.03,33340
"11630","55","WI","Wisconsin","27-4031","Camera operators, television, video, and motion picture",230,16.06,33400
"11631","28","MS","Mississippi","29-9099","Healthcare practitioners and technical workers, all other",230,16.07,33420
"11632","45","SC","South Carolina","27-4031","Camera operators, television, video, and motion picture",230,16.07,33430
"11633","47","TN","Tennessee","27-1012","Craft artists",230,16.17,33630
"11634","54","WV","West Virginia","21-1091","Health educators",230,16.17,33620
"11635","21","KY","Kentucky","51-9071","Jewelers and precious stone and metal workers",230,16.18,33660
"11636","16","ID","Idaho","27-3011","Radio and television announcers",230,16.22,33750
"11637","24","MD","Maryland","49-3041","Farm equipment mechanics",230,16.42,34150
"11638","23","ME","Maine","43-9011","Computer operators",230,16.43,34180
"11639","56","WY","Wyoming","35-1011","Chefs and head cooks",230,16.45,34220
"11640","26","MI","Michigan","41-9091","Door-to-door sales workers, news and street vendors, and related workers",230,16.48,34270
"11641","44","RI","Rhode Island","39-5094","Skin care specialists",230,16.53,34380
"11642","34","NJ","New Jersey","51-4051","Metal-refining furnace operators and tenders",230,16.63,34590
"11643","40","OK","Oklahoma","51-9031","Cutters and trimmers, hand",230,16.76,34860
"11644","25","MA","Massachusetts","53-5011","Sailors and marine oilers",230,16.97,35300
"11645","02","AK","Alaska","25-4031","Library technicians",230,17.06,35480
"11646","10","DE","Delaware","43-5031","Police, fire, and ambulance dispatchers",230,17.08,35520
"11647","31","NE","Nebraska","19-4031","Chemical technicians",230,17.09,35550
"11648","37","NC","North Carolina","51-4061","Model makers, metal and plastic",230,17.19,35750
"11649","56","WY","Wyoming","49-9052","Telecommunications line installers and repairers",230,17.21,35810
"11650","22","LA","Louisiana","51-9051","Furnace, kiln, oven, drier, and kettle operators and tenders",230,17.34,36070
"11651","33","NH","New Hampshire","43-9031","Desktop publishers",230,17.42,36240
"11652","35","NM","New Mexico","43-5011","Cargo and freight agents",230,17.42,36240
"11653","28","MS","Mississippi","49-3043","Rail car repairers",230,17.55,36500
"11654","05","AR","Arkansas","47-4041","Hazardous materials removal workers",230,17.61,36630
"11655","16","ID","Idaho","29-1125","Recreational therapists",230,17.66,36730
"11656","15","HI","Hawaii","49-9031","Home appliance repairers",230,17.68,36770
"11657","16","ID","Idaho","31-9011","Massage therapists",230,17.77,36960
"11658","40","OK","Oklahoma","51-8021","Stationary engineers and boiler operators",230,17.81,37050
"11659","42","PA","Pennsylvania","37-3019","Grounds maintenance workers, all other",230,17.82,37070
"11660","24","MD","Maryland","19-4093","Forest and conservation technicians",230,17.84,37110
"11661","25","MA","Massachusetts","45-1011","First-line supervisors/managers of farming, fishing, and forestry workers",230,18.01,37450
"11662","18","IN","Indiana","13-1061","Emergency management specialists",230,18.16,37760
"11663","26","MI","Michigan","39-4011","Embalmers",230,18.22,37890
"11664","72","PR","Puerto Rico","27-3022","Reporters and correspondents",230,18.46,38410
"11665","41","OR","Oregon","53-7041","Hoist and winch operators",230,18.53,38540
"11666","22","LA","Louisiana","47-5041","Continuous mining machine operators",230,18.66,38810
"11667","30","MT","Montana","49-9099","Installation, maintenance, and repair workers, all other",230,18.7,38890
"11668","42","PA","Pennsylvania","17-1021","Cartographers and photogrammetrists",230,18.73,38960
"11669","41","OR","Oregon","51-4032","Drilling and boring machine tool setters, operators, and tenders, metal and plastic",230,18.77,39040
"11670","32","NV","Nevada","51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",230,18.81,39130
"11671","49","UT","Utah","31-2021","Physical therapist assistants",230,18.9,39310
"11672","10","DE","Delaware","51-8031","Water and liquid waste treatment plant and system operators",230,18.92,39350
"11673","38","ND","North Dakota","21-1023","Mental health and substance abuse social workers",230,19.11,39750
"11674","37","NC","North Carolina","51-4199","Metal workers and plastic workers, all other",230,19.19,39910
"11675","06","CA","California","51-4062","Patternmakers, metal and plastic",230,19.23,40010
"11676","44","RI","Rhode Island","19-4091","Environmental science and protection technicians, including health",230,19.29,40120
"11677","42","PA","Pennsylvania","53-4099","Rail transportation workers, all other",230,19.58,40740
"11678","04","AZ","Arizona","51-4051","Metal-refining furnace operators and tenders",230,19.59,40740
"11679","54","WV","West Virginia","13-1121","Meeting and convention planners",230,19.6,40770
"11680","44","RI","Rhode Island","17-3026","Industrial engineering technicians",230,19.64,40860
"11681","16","ID","Idaho","31-2021","Physical therapist assistants",230,19.73,41040
"11682","66","GU","Guam","47-1011","First-line supervisors/managers of construction trades and extraction workers",230,19.77,41120
"11683","31","NE","Nebraska","27-2012","Producers and directors",230,19.83,41250
"11684","08","CO","Colorado","25-4013","Museum technicians and conservators",230,19.89,41370
"11685","20","KS","Kansas","47-2132","Insulation workers, mechanical",230,19.89,41360
"11686","11","DC","District of Columbia","43-9041","Insurance claims and policy processing clerks",230,19.94,41470
"11687","45","SC","South Carolina","21-2011","Clergy",230,20.18,41980
"11688","38","ND","North Dakota","49-3011","Aircraft mechanics and service technicians",230,20.25,42110
"11689","11","DC","District of Columbia","51-8031","Water and liquid waste treatment plant and system operators",230,20.28,42170
"11690","49","UT","Utah","19-4091","Environmental science and protection technicians, including health",230,20.38,42400
"11691","21","KY","Kentucky","51-8099","Plant and system operators, all other",230,20.53,42700
"11692","18","IN","Indiana","33-2021","Fire inspectors and investigators",230,20.54,42730
"11693","29","MO","Missouri","39-4011","Embalmers",230,20.69,43040
"11694","22","LA","Louisiana","53-6099","Transportation workers, all other",230,21.02,43720
"11695","21","KY","Kentucky","19-3051","Urban and regional planners",230,21.11,43910
"11696","23","ME","Maine","13-2041","Credit analysts",230,21.33,44360
"11697","45","SC","South Carolina","27-1014","Multi-media artists and animators",230,21.38,44470
"11698","13","GA","Georgia","19-4092","Forensic science technicians",230,21.45,44620
"11699","09","CT","Connecticut","23-2093","Title examiners, abstractors, and searchers",230,21.61,44950
"11700","55","WI","Wisconsin","45-1011","First-line supervisors/managers of farming, fishing, and forestry workers",230,21.81,45360
"11701","20","KS","Kansas","51-4012","Numerical tool and process control programmers",230,22.08,45930
"11702","38","ND","North Dakota","47-2021","Brickmasons and blockmasons",230,22.2,46170
"11703","44","RI","Rhode Island","13-1121","Meeting and convention planners",230,22.38,46560
"11704","32","NV","Nevada","29-2081","Opticians, dispensing",230,22.44,46680
"11705","21","KY","Kentucky","27-1021","Commercial and industrial designers",230,22.54,46890
"11706","31","NE","Nebraska","27-3042","Technical writers",230,22.67,47150
"11707","44","RI","Rhode Island","47-2022","Stonemasons",230,23.26,48380
"11708","56","WY","Wyoming","15-1071","Network and computer systems administrators",230,23.55,48990
"11709","36","NY","New York","49-2091","Avionics technicians",230,23.6,49090
"11710","27","MN","Minnesota","19-3022","Survey researchers",230,23.8,49490
"11711","36","NY","New York","19-1032","Foresters",230,23.99,49900
"11712","50","VT","Vermont","49-2022","Telecommunications equipment installers and repairers, except line installers",230,24.12,50160
"11713","13","GA","Georgia","17-1021","Cartographers and photogrammetrists",230,24.48,50920
"11714","49","UT","Utah","19-1022","Microbiologists",230,24.59,51150
"11715","44","RI","Rhode Island","47-2051","Cement masons and concrete finishers",230,24.75,51490
"11716","46","SD","South Dakota","33-3021","Detectives and criminal investigators",230,25.02,52040
"11717","10","DE","Delaware","13-2081","Tax examiners, collectors, and revenue agents",230,25.06,52120
"11718","41","OR","Oregon","17-3024","Electro-mechanical technicians",230,25.15,52320
"11719","29","MO","Missouri","33-2021","Fire inspectors and investigators",230,25.28,52570
"11720","24","MD","Maryland","17-3021","Aerospace engineering and operations technicians",230,25.77,53600
"11721","44","RI","Rhode Island","17-3029","Engineering technicians, except drafters, all other",230,25.82,53700
"11722","29","MO","Missouri","53-5021","Captains, mates, and pilots of water vessels",230,26.2,54500
"11723","01","AL","Alabama","27-1011","Art directors",230,26.25,54600
"11724","72","PR","Puerto Rico","15-1032","Computer software engineers, systems software",230,26.33,54760
"11725","55","WI","Wisconsin","53-4021","Railroad brake, signal, and switch operators",230,26.75,55640
"11726","50","VT","Vermont","49-2095","Electrical and electronics repairers, powerhouse, substation, and relay",230,26.84,55820
"11727","09","CT","Connecticut","23-2092","Law clerks",230,26.86,55880
"11728","34","NJ","New Jersey","21-2021","Directors, religious activities and education",230,27,56160
"11729","21","KY","Kentucky","19-1029","Biological scientists, all other",230,27.1,56380
"11730","25","MA","Massachusetts","29-2091","Orthotists and prosthetists",230,27.24,56670
"11731","04","AZ","Arizona","19-1031","Conservation scientists",230,27.3,56790
"11732","51","VA","Virginia","19-1022","Microbiologists",230,27.34,56870
"11733","02","AK","Alaska","53-5031","Ship engineers",230,27.56,57320
"11734","36","NY","New York","17-1021","Cartographers and photogrammetrists",230,27.72,57650
"11735","24","MD","Maryland","47-2011","Boilermakers",230,28.67,59640
"11736","15","HI","Hawaii","27-4099","Media and communication equipment workers, all other",230,28.68,59660
"11737","33","NH","New Hampshire","11-9131","Postmasters and mail superintendents",230,28.75,59800
"11738","20","KS","Kansas","19-1042","Medical scientists, except epidemiologists",230,29.69,61760
"11739","38","ND","North Dakota","19-2041","Environmental scientists and specialists, including health",230,30.41,63250
"11740","02","AK","Alaska","11-2031","Public relations managers",230,30.53,63510
"11741","44","RI","Rhode Island","27-3041","Editors",230,31.08,64660
"11742","39","OH","Ohio","19-1099","Life scientists, all other",230,31.5,65530
"11743","51","VA","Virginia","27-1019","Artists and related workers, all other",230,31.71,65950
"11744","08","CO","Colorado","29-2033","Nuclear medicine technologists",230,31.97,66490
"11745","46","SD","South Dakota","29-1131","Veterinarians",230,32.16,66890
"11746","51","VA","Virginia","19-3091","Anthropologists and archeologists",230,32.17,66920
"11747","53","WA","Washington","33-2021","Fire inspectors and investigators",230,32.93,68500
"11748","54","WV","West Virginia","11-3049","Human resources managers, all other",230,33.17,69000
"11749","10","DE","Delaware","15-1099","Computer specialists, all other",230,33.68,70060
"11750","28","MS","Mississippi","19-1029","Biological scientists, all other",230,33.75,70200
"11751","31","NE","Nebraska","17-2081","Environmental engineers",230,34.05,70820
"11752","24","MD","Maryland","29-1129","Therapists, all other",230,34.31,71350
"11753","22","LA","Louisiana","15-1011","Computer and information scientists, research",230,34.45,71650
"11754","19","IA","Iowa","17-2061","Computer hardware engineers",230,34.93,72650
"11755","25","MA","Massachusetts","27-4032","Film and video editors",230,35.1,73010
"11756","53","WA","Washington","29-2091","Orthotists and prosthetists",230,35.27,73350
"11757","47","TN","Tennessee","23-1021","Administrative law judges, adjudicators, and hearing officers",230,35.9,74660
"11758","22","LA","Louisiana","11-9071","Gaming managers",230,36.06,75000
"11759","36","NY","New York","19-2021","Atmospheric and space scientists",230,36.82,76580
"11760","41","OR","Oregon","11-3042","Training and development managers",230,37.72,78450
"11761","44","RI","Rhode Island","11-3071","Transportation, storage, and distribution managers",230,37.77,78560
"11762","18","IN","Indiana","47-2072","Pile-driver operators",230,37.82,78670
"11763","16","ID","Idaho","11-3049","Human resources managers, all other",230,38.68,80460
"11764","20","KS","Kansas","17-2041","Chemical engineers",230,38.93,80980
"11765","41","OR","Oregon","47-4021","Elevator installers and repairers",230,39.17,81480
"11766","49","UT","Utah","11-2011","Advertising and promotions managers",230,39.58,82320
"11767","39","OH","Ohio","27-2041","Music directors and composers",230,39.65,82470
"11768","47","TN","Tennessee","23-1023","Judges, magistrate judges, and magistrates",230,40.76,84770
"11769","01","AL","Alabama","53-2021","Air traffic controllers",230,40.77,84800
"11770","56","WY","Wyoming","11-3051","Industrial production managers",230,41.47,86250
"11771","45","SC","South Carolina","29-1041","Optometrists",230,41.98,87310
"11772","37","NC","North Carolina","19-2032","Materials scientists",230,42.68,88770
"11773","15","HI","Hawaii","53-2021","Air traffic controllers",230,43,89430
"11774","39","OH","Ohio","13-1011","Agents and business managers of artists, performers, and athletes",230,43.52,90510
"11775","11","DC","District of Columbia","17-2061","Computer hardware engineers",230,45.32,94260
"11776","78","VI","Virgin Islands","23-1011","Lawyers",230,46.66,97050
"11777","34","NJ","New Jersey","17-2011","Aerospace engineers",230,46.78,97310
"11778","47","TN","Tennessee","19-2012","Physicists",230,48.01,99860
"11779","24","MD","Maryland","17-2161","Nuclear engineers",230,53.1,110450
"11780","32","NV","Nevada","29-1011","Chiropractors",230,63.9,132920
"11781","19","IA","Iowa","39-3021","Motion picture projectionists",230,7.7,16020
"11782","40","OK","Oklahoma","39-6011","Baggage porters and bellhops",230,7.78,16190
"11783","56","WY","Wyoming","39-3099","Entertainment attendants and related workers, all other",230,8.39,17450
"11784","16","ID","Idaho","39-3099","Entertainment attendants and related workers, all other",230,8.9,18520
"11785","15","HI","Hawaii","29-1063","Internists, general",230,83.06,172770
"11786","25","MA","Massachusetts","29-1022","Oral and maxillofacial surgeons",230,86.8,180550
"11787","53","WA","Washington","29-1064","Obstetricians and gynecologists",230,88.96,185040
"11788","40","OK","Oklahoma","29-1064","Obstetricians and gynecologists",230,89,185110
"11789","34","NJ","New Jersey","45-2041","Graders and sorters, agricultural products",230,9.13,18980
"11790","10","DE","Delaware","41-2012","Gaming change persons and booth cashiers",230,9.17,19070
"11791","31","NE","Nebraska","39-4021","Funeral attendants",230,9.18,19100
"11792","44","RI","Rhode Island","33-9092","Lifeguards, ski patrol, and other recreational protective service workers",230,9.34,19420
"11793","44","RI","Rhode Island","51-6021","Pressers, textile, garment, and related materials",230,9.67,20110
"11794","30","MT","Montana","43-5021","Couriers and messengers",230,9.69,20160
"11795","32","NV","Nevada","51-6099","Textile, apparel, and furnishings workers, all other",230,9.72,20220
"11796","08","CO","Colorado","51-6099","Textile, apparel, and furnishings workers, all other",230,9.8,20390
"11797","72","PR","Puerto Rico","29-2031","Cardiovascular technologists and technicians",230,9.91,20600
"11798","19","IA","Iowa","29-1067","Surgeons",230,92.12,191610
"11799","50","VT","Vermont","31-1011","Home health aides",2300,10.57,21990
"11800","49","UT","Utah","47-3012","Helpers--carpenters",2300,11.22,23350
"11801","42","PA","Pennsylvania","51-3093","Food cooking machine operators and tenders",2300,11.65,24240
"11802","28","MS","Mississippi","43-4111","Interviewers, except eligibility and loan",2300,11.76,24460
"11803","20","KS","Kansas","43-4111","Interviewers, except eligibility and loan",2300,11.85,24650
"11804","19","IA","Iowa","51-4072","Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",2300,12.47,25930
"11805","21","KY","Kentucky","51-4011","Computer-controlled machine tool operators, metal and plastic",2300,15.46,32150
"11806","04","AZ","Arizona","47-2151","Pipelayers",2300,16.28,33870
"11807","25","MA","Massachusetts","51-9023","Mixing and blending machine setters, operators, and tenders",2300,16.77,34870
"11808","37","NC","North Carolina","49-9099","Installation, maintenance, and repair workers, all other",2300,17.19,35750
"11809","29","MO","Missouri","39-1021","First-line supervisors/managers of personal service workers",2300,17.33,36050
"11810","42","PA","Pennsylvania","47-2041","Carpet installers",2300,17.82,37060
"11811","53","WA","Washington","37-1011","First-line supervisors/managers of housekeeping and janitorial workers",2300,18.45,38380
"11812","12","FL","Florida","17-3019","Drafters, all other",2300,19.05,39620
"11813","42","PA","Pennsylvania","53-7021","Crane and tower operators",2300,19.25,40040
"11814","55","WI","Wisconsin","41-9099","Sales and related workers, all other",2300,19.79,41170
"11815","56","WY","Wyoming","47-5011","Derrick operators, oil and gas",2300,20.35,42340
"11816","34","NJ","New Jersey","11-9031","Education administrators, preschool and child care center/program",2300,24.35,50650
"11817","32","NV","Nevada","11-9141","Property, real estate, and community association managers",2300,24.68,51340
"11818","24","MD","Maryland","13-1022","Wholesale and retail buyers, except farm products",2300,26.04,54150
"11819","29","MO","Missouri","13-2053","Insurance underwriters",2300,26.31,54720
"11820","26","MI","Michigan","19-1042","Medical scientists, except epidemiologists",2300,30.04,62470
"11821","29","MO","Missouri","17-1011","Architects, except landscape and naval",2300,31.68,65900
"11822","16","ID","Idaho","13-1111","Management analysts",2300,35.45,73730
"11823","37","NC","North Carolina","11-3061","Purchasing managers",2300,41.02,85320
"11824","41","OR","Oregon","15-1032","Computer software engineers, systems software",2300,44.19,91910
"11825","31","NE","Nebraska","35-9031","Hosts and hostesses, restaurant, lounge, and coffee shop",2300,7.66,15930
"11826","10","DE","Delaware","29-0000","Healthcare practitioners and technical occupations",23000,33.46,69600
"11827","20","KS","Kansas","43-9061","Office clerks, general",23010,11.17,23240
"11828","40","OK","Oklahoma","43-6014","Secretaries, except legal, medical, and executive",23020,11.36,23630
"11829","21","KY","Kentucky","43-9061","Office clerks, general",23020,11.44,23800
"11830","06","CA","California","41-2022","Parts salespersons",23020,16.75,34850
"11831","06","CA","California","53-6021","Parking lot attendants",23020,9.63,20020
"11832","06","CA","California","29-1051","Pharmacists",23030,53.85,112020
"11833","29","MO","Missouri","51-0000","Production occupations",230650,14.66,30480
"11834","12","FL","Florida","11-0000","Management occupations",230650,47.43,98650
"11835","47","TN","Tennessee","29-2061","Licensed practical and licensed vocational nurses",23080,16.6,34540
"11836","06","CA","California","43-3051","Payroll and timekeeping clerks",23080,18.57,38630
"11837","15","HI","Hawaii","49-0000","Installation, maintenance, and repair occupations",23080,20.8,43260
"11838","47","TN","Tennessee","33-9032","Security guards",23090,10.55,21940
"11839","09","CT","Connecticut","43-6011","Executive secretaries and administrative assistants",23090,21.41,44530
"11840","55","WI","Wisconsin","43-4121","Library assistants, clerical",2310,10.73,22330
"11841","38","ND","North Dakota","43-3071","Tellers",2310,10.92,22710
"11842","48","TX","Texas","51-9191","Cementing and gluing machine operators and tenders",2310,11.8,24540
"11843","01","AL","Alabama","43-5031","Police, fire, and ambulance dispatchers",2310,12.46,25920
"11844","46","SD","South Dakota","43-4131","Loan interviewers and clerks",2310,12.92,26880
"11845","46","SD","South Dakota","51-4121","Welders, cutters, solderers, and brazers",2310,13.44,27950
"11846","15","HI","Hawaii","43-9022","Word processors and typists",2310,13.84,28790
"11847","32","NV","Nevada","53-3022","Bus drivers, school",2310,14.61,30380
"11848","55","WI","Wisconsin","43-9022","Word processors and typists",2310,14.8,30790
"11849","55","WI","Wisconsin","43-4031","Court, municipal, and license clerks",2310,15.39,32020
"11850","38","ND","North Dakota","47-2031","Carpenters",2310,15.54,32320
"11851","54","WV","West Virginia","51-9061","Inspectors, testers, sorters, samplers, and weighers",2310,15.8,32870
"11852","48","TX","Texas","27-4011","Audio and video equipment technicians",2310,16.74,34830
"11853","10","DE","Delaware","49-3023","Automotive service technicians and mechanics",2310,16.93,35220
"11854","49","UT","Utah","33-3012","Correctional officers and jailers",2310,17.52,36440
"11855","53","WA","Washington","51-5023","Printing machine operators",2310,18.04,37530
"11856","24","MD","Maryland","49-9099","Installation, maintenance, and repair workers, all other",2310,18.15,37750
"11857","39","OH","Ohio","51-9012","Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",2310,18.62,38730
"11858","25","MA","Massachusetts","49-9099","Installation, maintenance, and repair workers, all other",2310,19.55,40670
"11859","34","NJ","New Jersey","51-5022","Prepress technicians and workers",2310,19.89,41360
"11860","18","IN","Indiana","17-3013","Mechanical drafters",2310,21.12,43930
"11861","08","CO","Colorado","41-3011","Advertising sales agents",2310,24.37,50680
"11862","27","MN","Minnesota","17-3029","Engineering technicians, except drafters, all other",2310,25.44,52910
"11863","34","NJ","New Jersey","21-1023","Mental health and substance abuse social workers",2310,26.64,55410
"11864","15","HI","Hawaii","47-2111","Electricians",2310,28.36,59000
"11865","09","CT","Connecticut","29-2011","Medical and clinical laboratory technologists",2310,28.41,59090
"11866","41","OR","Oregon","15-1081","Network systems and data communications analysts",2310,30.64,63730
"11867","40","OK","Oklahoma","15-1031","Computer software engineers, applications",2310,31.19,64880
"11868","19","IA","Iowa","17-2141","Mechanical engineers",2310,31.77,66070
"11869","49","UT","Utah","13-1111","Management analysts",2310,33.73,70150
"11870","26","MI","Michigan","15-2031","Operations research analysts",2310,39.42,81990
"11871","53","WA","Washington","11-3071","Transportation, storage, and distribution managers",2310,45.2,94020
"11872","28","MS","Mississippi","35-9011","Dining room and cafeteria attendants and bartender helpers",2310,7.53,15650
"11873","28","MS","Mississippi","35-3011","Bartenders",2310,7.99,16630
"11874","16","ID","Idaho","35-3011","Bartenders",2310,8.11,16870
"11875","22","LA","Louisiana","43-4071","File clerks",2310,9.29,19320
"11876","55","WI","Wisconsin","43-4171","Receptionists and information clerks",23100,11.94,24830
"11877","36","NY","New York","39-9032","Recreation workers",23100,11.96,24890
"11878","40","OK","Oklahoma","17-0000","Architecture and engineering occupations",23120,30.36,63150
"11879","19","IA","Iowa","37-2011","Janitors and cleaners, except maids and housekeeping cleaners",23130,10.59,22020
"11880","54","WV","West Virginia","31-0000","Healthcare support occupations",23130,9.76,20310
"11881","25","MA","Massachusetts","15-1031","Computer software engineers, applications",23140,45.95,95570
"11882","04","AZ","Arizona","43-4171","Receptionists and information clerks",23150,11.91,24780
"11883","19","IA","Iowa","21-0000","Community and social services occupations",23170,16.31,33910
"11884","06","CA","California","43-4081","Hotel, motel, and resort desk clerks",23180,10.77,22400
"11885","45","SC","South Carolina","43-5081","Stock clerks and order fillers",23190,10.47,21770
"11886","06","CA","California","41-9091","Door-to-door sales workers, news and street vendors, and related workers",2320,10.28,21390
"11887","45","SC","South Carolina","41-9041","Telemarketers",2320,10.83,22520
"11888","28","MS","Mississippi","29-2052","Pharmacy technicians",2320,11.57,24080
"11889","09","CT","Connecticut","51-3011","Bakers",2320,12.19,25350
"11890","05","AR","Arkansas","31-9091","Dental assistants",2320,12.56,26130
"11891","50","VT","Vermont","37-3011","Landscaping and groundskeeping workers",2320,12.68,26380
"11892","51","VA","Virginia","43-9071","Office machine operators, except computer",2320,13.26,27570
"11893","49","UT","Utah","43-9041","Insurance claims and policy processing clerks",2320,14,29130
"11894","47","TN","Tennessee","51-2041","Structural metal fabricators and fitters",2320,15.34,31910
"11895","40","OK","Oklahoma","43-5032","Dispatchers, except police, fire, and ambulance",2320,15.51,32260
"11896","11","DC","District of Columbia","43-9022","Word processors and typists",2320,16.16,33610
"11897","18","IN","Indiana","29-2055","Surgical technologists",2320,18.06,37550
"11898","08","CO","Colorado","35-1011","Chefs and head cooks",2320,19.36,40270
"11899","33","NH","New Hampshire","49-9021","Heating, air conditioning, and refrigeration mechanics and installers",2320,19.65,40880
"11900","31","NE","Nebraska","47-2152","Plumbers, pipefitters, and steamfitters",2320,22.37,46530
"11901","27","MN","Minnesota","17-3013","Mechanical drafters",2320,23.16,48160
"11902","47","TN","Tennessee","15-1081","Network systems and data communications analysts",2320,30.91,64290
"11903","12","FL","Florida","11-9151","Social and community service managers",2320,36.38,75670
"11904","20","KS","Kansas","17-2072","Electronics engineers, except computer",2320,37,76960
"11905","04","AZ","Arizona","29-1199","Health diagnosing and treating practitioners, all other",2320,51.97,108090
"11906","47","TN","Tennessee","39-3031","Ushers, lobby attendants, and ticket takers",2320,7.05,14670
"11907","35","NM","New Mexico","45-2092","Farmworkers and laborers, crop, nursery, and greenhouse",2320,7.26,15100
"11908","48","TX","Texas","29-1063","Internists, general",2320,75.86,157780
"11909","44","RI","Rhode Island","35-9021","Dishwashers",2320,8.93,18570
"11910","10","DE","Delaware","37-2012","Maids and housekeeping cleaners",2320,9.44,19640
"11911","29","MO","Missouri","31-1013","Psychiatric aides",2320,9.53,19810
"11912","49","UT","Utah","17-0000","Architecture and engineering occupations",23210,30.36,63140
"11913","53","WA","Washington","35-2014","Cooks, restaurant",23220,11.46,23830
"11914","06","CA","California","43-5032","Dispatchers, except police, fire, and ambulance",23250,17.98,37400
"11915","34","NJ","New Jersey","37-2012","Maids and housekeeping cleaners",23280,10.19,21200
"11916","48","TX","Texas","43-5061","Production, planning, and expediting clerks",23280,18.69,38880
"11917","42","PA","Pennsylvania","47-2111","Electricians",23280,26.1,54290
"11918","01","AL","Alabama","43-4071","File clerks",2330,10.02,20840
"11919","50","VT","Vermont","37-2012","Maids and housekeeping cleaners",2330,10.2,21220
"11920","29","MO","Missouri","51-3023","Slaughterers and meat packers",2330,10.56,21970
"11921","42","PA","Pennsylvania","27-1026","Merchandise displayers and window trimmers",2330,11.86,24670
"11922","18","IN","Indiana","43-5031","Police, fire, and ambulance dispatchers",2330,13.78,28650
"11923","40","OK","Oklahoma","51-2041","Structural metal fabricators and fitters",2330,14.13,29380
"11924","39","OH","Ohio","51-5011","Bindery workers",2330,14.24,29630
"11925","51","VA","Virginia","51-2041","Structural metal fabricators and fitters",2330,14.59,30350
"11926","34","NJ","New Jersey","29-2056","Veterinary technologists and technicians",2330,14.67,30520
"11927","51","VA","Virginia","51-3021","Butchers and meat cutters",2330,14.76,30690
"11928","40","OK","Oklahoma","43-4181","Reservation and transportation ticket agents and travel clerks",2330,14.84,30870
"11929","30","MT","Montana","49-3023","Automotive service technicians and mechanics",2330,16.59,34500
"11930","36","NY","New York","51-4021","Extruding and drawing machine setters, operators, and tenders, metal and plastic",2330,16.69,34710
"11931","55","WI","Wisconsin","29-2055","Surgical technologists",2330,20.4,42430
"11932","50","VT","Vermont","41-1011","First-line supervisors/managers of retail sales workers",2330,20.48,42600
"11933","36","NY","New York","29-2081","Opticians, dispensing",2330,22.69,47190
"11934","34","NJ","New Jersey","33-1099","First-line supervisors/managers, protective service workers, all other",2330,23.31,48490
"11935","25","MA","Massachusetts","47-4011","Construction and building inspectors",2330,23.39,48640
"11936","53","WA","Washington","41-9022","Real estate sales agents",2330,23.39,48660
"11937","36","NY","New York","31-9011","Massage therapists",2330,23.62,49130
"11938","48","TX","Texas","49-2091","Avionics technicians",2330,23.62,49120
"11939","36","NY","New York","17-3022","Civil engineering technicians",2330,23.67,49230
"11940","48","TX","Texas","27-1014","Multi-media artists and animators",2330,24.92,51840
"11941","45","SC","South Carolina","15-1071","Network and computer systems administrators",2330,27.45,57100
"11942","32","NV","Nevada","13-1051","Cost estimators",2330,31.38,65260
"11943","40","OK","Oklahoma","11-3051","Industrial production managers",2330,33.49,69650
"11944","42","PA","Pennsylvania","11-3061","Purchasing managers",2330,43.28,90030
"11945","06","CA","California","53-2021","Air traffic controllers",2330,53.9,112110
"11946","34","NJ","New Jersey","11-3049","Human resources managers, all other",2330,59.25,123230
"11947","35","NM","New Mexico","39-9011","Child care workers",2330,8.17,16990
"11948","12","FL","Florida","39-3099","Entertainment attendants and related workers, all other",2330,9.33,19410
"11949","39","OH","Ohio","41-9041","Telemarketers",23300,10.58,22000
"11950","27","MN","Minnesota","51-0000","Production occupations",233080,15.99,33250
"11951","32","NV","Nevada","37-2012","Maids and housekeeping cleaners",23310,11.57,24060
"11952","05","AR","Arkansas","39-0000","Personal care and service occupations",23310,8.77,18250
"11953","54","WV","West Virginia","41-2031","Retail salespersons",23320,10.34,21500
"11954","06","CA","California","29-1111","Registered nurses",233200,37.76,78550
"11955","36","NY","New York","47-2152","Plumbers, pipefitters, and steamfitters",23330,27.76,57740
"11956","26","MI","Michigan","23-0000","Legal occupations",23350,43.49,90450
"11957","48","TX","Texas","41-3021","Insurance sales agents",23380,24.18,50300
"11958","56","WY","Wyoming","41-0000","Sales and related occupations",23390,12.98,27000
"11959","36","NY","New York","13-1031","Claims adjusters, examiners, and investigators",23390,29.2,60730
"11960","26","MI","Michigan","37-2012","Maids and housekeeping cleaners",23390,9.92,20640
"11961","56","WY","Wyoming","35-2014","Cooks, restaurant",2340,10.08,20970
"11962","11","DC","District of Columbia","53-6021","Parking lot attendants",2340,10.2,21220
"11963","27","MN","Minnesota","51-3011","Bakers",2340,12.25,25470
"11964","36","NY","New York","51-7042","Woodworking machine setters, operators, and tenders, except sawing",2340,12.46,25910
