"","ID","State","StateName","JobCode","JobName","TotalEmployment","AverageHourlySalary","AverageYearlySalary"
"1","20","KS","Kansas","41-2012","Gaming change persons and booth cashiers",100,10.13,21070
"2","35","NM","New Mexico","37-3012","Pesticide handlers, sprayers, and applicators, vegetation",100,10.21,21230
"3","55","WI","Wisconsin","39-3019","Gaming service workers, all other",100,10.29,21400
"4","78","VI","Virgin Islands","43-2011","Switchboard operators, including answering service",100,10.31,21450
"5","56","WY","Wyoming","47-3016","Helpers--roofers",100,10.39,21600
"6","40","OK","Oklahoma","51-9193","Cooling and freezing equipment operators and tenders",100,10.48,21790
"7","78","VI","Virgin Islands","21-1093","Social and human service assistants",100,10.66,22170
"8","56","WY","Wyoming","13-2082","Tax preparers",100,10.73,22320
"9","20","KS","Kansas","51-4052","Pourers and casters, metal",100,10.78,22420
"10","16","ID","Idaho","51-4035","Milling and planing machine setters, operators, and tenders, metal and plastic",100,11.02,22920
"11","15","HI","Hawaii","39-2011","Animal trainers",100,11.07,23030
"12","38","ND","North Dakota","45-4011","Forest and conservation workers",100,11.14,23160
"13","28","MS","Mississippi","51-9131","Photographic process workers",100,11.21,23310
"14","54","WV","West Virginia","51-9191","Cementing and gluing machine operators and tenders",100,11.3,23500
"15","33","NH","New Hampshire","31-9095","Pharmacy aides",100,11.33,23580
"16","35","NM","New Mexico","51-9131","Photographic process workers",100,11.34,23590
"17","56","WY","Wyoming","27-3011","Radio and television announcers",100,11.34,23590
"18","21","KY","Kentucky","33-3041","Parking enforcement workers",100,11.35,23610
"19","56","WY","Wyoming","35-2019","Cooks, all other",100,11.36,23620
"20","05","AR","Arkansas","29-2056","Veterinary technologists and technicians",100,11.43,23760
"21","28","MS","Mississippi","39-6021","Tour guides and escorts",100,11.59,24120
"22","78","VI","Virgin Islands","25-2011","Preschool teachers, except special education",100,11.6,24130
"23","16","ID","Idaho","35-2019","Cooks, all other",100,11.62,24160
"24","11","DC","District of Columbia","35-9099","Food preparation and serving related workers, all other",100,11.77,24480
"25","48","TX","Texas","45-2099","Agricultural workers, all other",100,11.86,24670
"26","10","DE","Delaware","51-9083","Ophthalmic laboratory technicians",100,11.91,24760
"27","15","HI","Hawaii","51-9131","Photographic process workers",100,11.91,24770
"28","38","ND","North Dakota","31-9093","Medical equipment preparers",100,11.91,24770
"29","15","HI","Hawaii","21-2099","Religious workers, all other",100,12,24950
"30","38","ND","North Dakota","43-9071","Office machine operators, except computer",100,12.08,25130
"31","46","SD","South Dakota","31-9093","Medical equipment preparers",100,12.2,25370
"32","01","AL","Alabama","49-9095","Manufactured building and mobile home installers",100,12.24,25460
"33","16","ID","Idaho","31-9093","Medical equipment preparers",100,12.32,25630
"34","11","DC","District of Columbia","51-6021","Pressers, textile, garment, and related materials",100,12.33,25650
"35","21","KY","Kentucky","51-9194","Etchers and engravers",100,12.34,25670
"36","46","SD","South Dakota","51-9192","Cleaning, washing, and metal pickling equipment operators and tenders",100,12.34,25670
"37","56","WY","Wyoming","37-3012","Pesticide handlers, sprayers, and applicators, vegetation",100,12.36,25700
"38","39","OH","Ohio","31-2012","Occupational therapist aides",100,12.37,25730
"39","38","ND","North Dakota","49-3053","Outdoor power equipment and other small engine mechanics",100,12.4,25800
"40","27","MN","Minnesota","43-3041","Gaming cage workers",100,12.44,25870
"41","24","MD","Maryland","51-6092","Fabric and apparel patternmakers",100,12.5,26000
"42","23","ME","Maine","51-7099","Woodworkers, all other",100,12.55,26100
"43","30","MT","Montana","47-3016","Helpers--roofers",100,12.57,26140
"44","21","KY","Kentucky","51-7099","Woodworkers, all other",100,12.63,26260
"45","02","AK","Alaska","51-9193","Cooling and freezing equipment operators and tenders",100,12.67,26360
"46","48","TX","Texas","47-5051","Rock splitters, quarry",100,12.72,26460
"47","32","NV","Nevada","51-9022","Grinding and polishing workers, hand",100,12.74,26500
"48","56","WY","Wyoming","43-9011","Computer operators",100,12.88,26800
"49","49","UT","Utah","51-4194","Tool grinders, filers, and sharpeners",100,12.95,26940
"50","33","NH","New Hampshire","43-9081","Proofreaders and copy markers",100,13,27040
"51","49","UT","Utah","49-2096","Electronic equipment installers and repairers, motor vehicles",100,13.09,27230
"52","50","VT","Vermont","51-7099","Woodworkers, all other",100,13.09,27220
"53","45","SC","South Carolina","39-2011","Animal trainers",100,13.11,27280
"54","54","WV","West Virginia","45-4023","Log graders and scalers",100,13.11,27270
"55","13","GA","Georgia","49-9061","Camera and photographic equipment repairers",100,13.16,27370
"56","09","CT","Connecticut","51-6064","Textile winding, twisting, and drawing out machine setters, operators, and tenders",100,13.26,27590
"57","46","SD","South Dakota","51-2011","Aircraft structure, surfaces, rigging, and systems assemblers",100,13.26,27580
"58","50","VT","Vermont","51-7021","Furniture finishers",100,13.28,27630
"59","44","RI","Rhode Island","51-9123","Painting, coating, and decorating workers",100,13.31,27690
"60","54","WV","West Virginia","51-4194","Tool grinders, filers, and sharpeners",100,13.42,27900
"61","49","UT","Utah","49-2092","Electric motor, power tool, and related repairers",100,13.45,27980
"62","26","MI","Michigan","39-3092","Costume attendants",100,13.46,28000
"63","31","NE","Nebraska","53-7031","Dredge operators",100,13.46,28000
"64","56","WY","Wyoming","49-3052","Motorcycle mechanics",100,13.48,28040
"65","15","HI","Hawaii","51-7042","Woodworking machine setters, operators, and tenders, except sawing",100,13.51,28100
"66","04","AZ","Arizona","51-9191","Cementing and gluing machine operators and tenders",100,13.56,28200
"67","50","VT","Vermont","45-4022","Logging equipment operators",100,13.61,28300
"68","13","GA","Georgia","51-6092","Fabric and apparel patternmakers",100,13.73,28550
"69","44","RI","Rhode Island","51-6052","Tailors, dressmakers, and custom sewers",100,13.74,28580
"70","48","TX","Texas","51-7031","Model makers, wood",100,13.75,28600
"71","55","WI","Wisconsin","51-6064","Textile winding, twisting, and drawing out machine setters, operators, and tenders",100,13.84,28790
"72","08","CO","Colorado","51-4071","Foundry mold and coremakers",100,13.88,28880
"73","30","MT","Montana","43-4011","Brokerage clerks",100,13.89,28890
"74","27","MN","Minnesota","33-3041","Parking enforcement workers",100,13.92,28950
"75","46","SD","South Dakota","49-3052","Motorcycle mechanics",100,14,29110
"76","18","IN","Indiana","39-2011","Animal trainers",100,14.03,29180
"77","13","GA","Georgia","51-4192","Lay-out workers, metal and plastic",100,14.11,29340
"78","54","WV","West Virginia","51-4191","Heat treating equipment setters, operators, and tenders, metal and plastic",100,14.11,29360
"79","10","DE","Delaware","49-2096","Electronic equipment installers and repairers, motor vehicles",100,14.12,29370
"80","18","IN","Indiana","27-4014","Sound engineering technicians",100,14.16,29460
"81","28","MS","Mississippi","51-4193","Plating and coating machine setters, operators, and tenders, metal and plastic",100,14.16,29450
"82","31","NE","Nebraska","51-4035","Milling and planing machine setters, operators, and tenders, metal and plastic",100,14.19,29520
"83","02","AK","Alaska","43-5111","Weighers, measurers, checkers, and samplers, recordkeeping",100,14.26,29650
"84","18","IN","Indiana","27-1012","Craft artists",100,14.29,29730
"85","28","MS","Mississippi","51-4071","Foundry mold and coremakers",100,14.31,29770
"86","35","NM","New Mexico","49-3052","Motorcycle mechanics",100,14.34,29820
"87","13","GA","Georgia","27-1012","Craft artists",100,14.35,29850
"88","32","NV","Nevada","53-7011","Conveyor operators and tenders",100,14.36,29870
"89","27","MN","Minnesota","27-4031","Camera operators, television, video, and motion picture",100,14.39,29930
"90","46","SD","South Dakota","39-1011","Gaming supervisors",100,14.43,30010
"91","33","NH","New Hampshire","51-4194","Tool grinders, filers, and sharpeners",100,14.46,30070
"92","23","ME","Maine","51-4194","Tool grinders, filers, and sharpeners",100,14.48,30130
"93","10","DE","Delaware","51-6052","Tailors, dressmakers, and custom sewers",100,14.54,30240
"94","26","MI","Michigan","47-4031","Fence erectors",100,14.59,30340
"95","21","KY","Kentucky","51-9082","Medical appliance technicians",100,14.63,30420
"96","49","UT","Utah","29-2054","Respiratory therapy technicians",100,14.67,30520
"97","38","ND","North Dakota","49-3022","Automotive glass installers and repairers",100,14.68,30520
"98","22","LA","Louisiana","45-4021","Fallers",100,14.76,30690
"99","10","DE","Delaware","49-9095","Manufactured building and mobile home installers",100,14.83,30850
"100","56","WY","Wyoming","49-3041","Farm equipment mechanics",100,14.86,30910
"101","28","MS","Mississippi","47-2022","Stonemasons",100,14.91,31020
"102","09","CT","Connecticut","39-2011","Animal trainers",100,14.95,31090
"103","10","DE","Delaware","49-3053","Outdoor power equipment and other small engine mechanics",100,14.95,31100
"104","37","NC","North Carolina","47-2082","Tapers",100,14.97,31130
"105","23","ME","Maine","49-3052","Motorcycle mechanics",100,15.11,31420
"106","54","WV","West Virginia","21-1099","Community and social service specialists, all other",100,15.11,31440
"107","12","FL","Florida","51-4051","Metal-refining furnace operators and tenders",100,15.13,31470
"108","50","VT","Vermont","21-1099","Community and social service specialists, all other",100,15.14,31490
"109","05","AR","Arkansas","47-2171","Reinforcing iron and rebar workers",100,15.16,31530
"110","48","TX","Texas","21-2099","Religious workers, all other",100,15.23,31690
"111","78","VI","Virgin Islands","51-9071","Jewelers and precious stone and metal workers",100,15.28,31780
"112","46","SD","South Dakota","31-9011","Massage therapists",100,15.32,31870
"113","45","SC","South Carolina","51-9194","Etchers and engravers",100,15.38,32000
"114","42","PA","Pennsylvania","39-3092","Costume attendants",100,15.41,32040
"115","23","ME","Maine","37-2021","Pest control workers",100,15.44,32120
"116","49","UT","Utah","39-4021","Funeral attendants",100,15.44,32110
"117","20","KS","Kansas","25-4012","Curators",100,15.47,32170
"118","35","NM","New Mexico","53-6041","Traffic technicians",100,15.47,32180
"119","45","SC","South Carolina","25-4013","Museum technicians and conservators",100,15.54,32330
"120","40","OK","Oklahoma","49-2093","Electrical and electronics installers and repairers, transportation equipment",100,15.61,32470
"121","20","KS","Kansas","51-9194","Etchers and engravers",100,15.62,32480
"122","72","PR","Puerto Rico","27-4031","Camera operators, television, video, and motion picture",100,15.67,32600
"123","18","IN","Indiana","19-4093","Forest and conservation technicians",100,15.78,32820
"124","36","NY","New York","47-2043","Floor sanders and finishers",100,15.79,32850
"125","23","ME","Maine","19-4061","Social science research assistants",100,16,33270
"126","23","ME","Maine","51-4032","Drilling and boring machine tool setters, operators, and tenders, metal and plastic",100,16.05,33380
"127","38","ND","North Dakota","51-9051","Furnace, kiln, oven, drier, and kettle operators and tenders",100,16.07,33430
"128","32","NV","Nevada","51-4022","Forging machine setters, operators, and tenders, metal and plastic",100,16.15,33600
"129","33","NH","New Hampshire","49-3092","Recreational vehicle service technicians",100,16.15,33600
"130","39","OH","Ohio","53-7031","Dredge operators",100,16.16,33610
"131","41","OR","Oregon","51-9082","Medical appliance technicians",100,16.25,33790
"132","11","DC","District of Columbia","41-9011","Demonstrators and product promoters",100,16.26,33830
"133","32","NV","Nevada","51-6093","Upholsterers",100,16.3,33910
"134","46","SD","South Dakota","27-1021","Commercial and industrial designers",100,16.3,33910
"135","72","PR","Puerto Rico","23-1022","Arbitrators, mediators, and conciliators",100,16.32,33950
"136","36","NY","New York","39-6022","Travel guides",100,16.49,34300
"137","26","MI","Michigan","45-4023","Log graders and scalers",100,16.52,34350
"138","11","DC","District of Columbia","27-4032","Film and video editors",100,16.54,34400
"139","08","CO","Colorado","49-3051","Motorboat mechanics",100,16.55,34430
"140","23","ME","Maine","29-1125","Recreational therapists",100,16.59,34500
"141","56","WY","Wyoming","29-2055","Surgical technologists",100,16.62,34560
"142","04","AZ","Arizona","53-7121","Tank car, truck, and ship loaders",100,16.64,34610
"143","01","AL","Alabama","23-2092","Law clerks",100,16.69,34720
"144","66","GU","Guam","37-1012","First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",100,16.84,35020
"145","18","IN","Indiana","25-4011","Archivists",100,16.85,35040
"146","26","MI","Michigan","51-2093","Timing device assemblers, adjusters, and calibrators",100,16.87,35100
"147","33","NH","New Hampshire","51-4051","Metal-refining furnace operators and tenders",100,16.9,35150
"148","46","SD","South Dakota","27-1014","Multi-media artists and animators",100,16.91,35180
"149","34","NJ","New Jersey","19-4061","Social science research assistants",100,16.95,35250
"150","30","MT","Montana","45-4023","Log graders and scalers",100,16.98,35310
"151","54","WV","West Virginia","29-1125","Recreational therapists",100,17.02,35410
"152","23","ME","Maine","23-2093","Title examiners, abstractors, and searchers",100,17.1,35570
"153","41","OR","Oregon","43-9081","Proofreaders and copy markers",100,17.14,35650
"154","16","ID","Idaho","47-2132","Insulation workers, mechanical",100,17.19,35760
"155","28","MS","Mississippi","25-9099","Education, training, and library workers, all other",100,17.24,35850
"156","56","WY","Wyoming","43-3061","Procurement clerks",100,17.24,35860
"157","05","AR","Arkansas","47-2044","Tile and marble setters",100,17.31,36010
"158","23","ME","Maine","49-9094","Locksmiths and safe repairers",100,17.39,36160
"159","32","NV","Nevada","53-1011","Aircraft cargo handling supervisors",100,17.43,36250
"160","37","NC","North Carolina","21-1019","Counselors, all other",100,17.46,36320
"161","24","MD","Maryland","49-9063","Musical instrument repairers and tuners",100,17.57,36540
"162","16","ID","Idaho","51-8021","Stationary engineers and boiler operators",100,17.59,36600
"163","09","CT","Connecticut","51-9051","Furnace, kiln, oven, drier, and kettle operators and tenders",100,17.62,36650
"164","21","KY","Kentucky","47-2142","Paperhangers",100,17.69,36800
"165","19","IA","Iowa","47-2161","Plasterers and stucco masons",100,17.79,37010
"166","10","DE","Delaware","49-3041","Farm equipment mechanics",100,17.83,37080
"167","44","RI","Rhode Island","47-3011","Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",100,17.88,37200
"168","46","SD","South Dakota","21-2011","Clergy",100,18.13,37710
"169","44","RI","Rhode Island","49-9096","Riggers",100,18.2,37860
"170","28","MS","Mississippi","23-2091","Court reporters",100,18.39,38250
"171","35","NM","New Mexico","23-1023","Judges, magistrate judges, and magistrates",100,18.48,38430
"172","30","MT","Montana","33-3031","Fish and game wardens",100,18.55,38570
"173","31","NE","Nebraska","51-4012","Numerical tool and process control programmers",100,18.6,38680
"174","49","UT","Utah","53-7072","Pump operators, except wellhead pumpers",100,18.6,38690
"175","26","MI","Michigan","53-6011","Bridge and lock tenders",100,18.61,38710
"176","47","TN","Tennessee","51-2011","Aircraft structure, surfaces, rigging, and systems assemblers",100,18.61,38710
"177","45","SC","South Carolina","49-3043","Rail car repairers",100,18.63,38750
"178","46","SD","South Dakota","21-1013","Marriage and family therapists",100,18.77,39050
"179","42","PA","Pennsylvania","49-9096","Riggers",100,18.8,39110
"180","38","ND","North Dakota","49-9043","Maintenance workers, machinery",100,18.83,39170
"181","56","WY","Wyoming","17-3025","Environmental engineering technicians",100,18.92,39360
"182","41","OR","Oregon","27-1019","Artists and related workers, all other",100,18.98,39480
"183","15","HI","Hawaii","29-2081","Opticians, dispensing",100,19.05,39630
"184","54","WV","West Virginia","33-1021","First-line supervisors/managers of fire fighting and prevention workers",100,19.23,40000
"185","32","NV","Nevada","51-9051","Furnace, kiln, oven, drier, and kettle operators and tenders",100,19.28,40100
"186","50","VT","Vermont","17-1012","Landscape architects",100,19.35,40250
"187","56","WY","Wyoming","49-2092","Electric motor, power tool, and related repairers",100,19.38,40310
"188","54","WV","West Virginia","53-4013","Rail yard engineers, dinkey operators, and hostlers",100,19.41,40380
"189","02","AK","Alaska","29-2081","Opticians, dispensing",100,19.49,40540
"190","18","IN","Indiana","19-4061","Social science research assistants",100,19.55,40670
"191","38","ND","North Dakota","27-2012","Producers and directors",100,19.59,40760
"192","50","VT","Vermont","31-2021","Physical therapist assistants",100,19.62,40810
"193","34","NJ","New Jersey","51-6092","Fabric and apparel patternmakers",100,19.84,41280
"194","17","IL","Illinois","27-4013","Radio operators",100,19.99,41570
"195","54","WV","West Virginia","39-4011","Embalmers",100,20.01,41620
"196","33","NH","New Hampshire","51-4012","Numerical tool and process control programmers",100,20.14,41880
"197","44","RI","Rhode Island","51-4012","Numerical tool and process control programmers",100,20.16,41920
"198","29","MO","Missouri","51-9082","Medical appliance technicians",100,20.17,41950
"199","10","DE","Delaware","53-7032","Excavating and loading machine and dragline operators",100,20.18,41970
"200","33","NH","New Hampshire","49-9031","Home appliance repairers",100,20.23,42080
"201","44","RI","Rhode Island","43-9081","Proofreaders and copy markers",100,20.35,42320
"202","56","WY","Wyoming","53-7021","Crane and tower operators",100,20.37,42380
"203","19","IA","Iowa","49-9063","Musical instrument repairers and tuners",100,20.38,42390
"204","49","UT","Utah","49-2093","Electrical and electronics installers and repairers, transportation equipment",100,20.39,42410
"205","09","CT","Connecticut","29-2054","Respiratory therapy technicians",100,20.62,42890
"206","20","KS","Kansas","19-1022","Microbiologists",100,20.72,43090
"207","37","NC","North Carolina","23-1022","Arbitrators, mediators, and conciliators",100,20.75,43170
"208","30","MT","Montana","19-4041","Geological and petroleum technicians",100,20.82,43300
"209","06","CA","California","53-6011","Bridge and lock tenders",100,20.89,43460
"210","53","WA","Washington","49-9061","Camera and photographic equipment repairers",100,20.9,43470
"211","26","MI","Michigan","53-7071","Gas compressor and gas pumping station operators",100,20.94,43560
"212","25","MA","Massachusetts","53-4021","Railroad brake, signal, and switch operators",100,21.25,44190
"213","38","ND","North Dakota","49-9044","Millwrights",100,21.3,44300
"214","19","IA","Iowa","27-1019","Artists and related workers, all other",100,21.36,44420
"215","28","MS","Mississippi","13-1032","Insurance appraisers, auto damage",100,21.48,44680
"216","13","GA","Georgia","21-1013","Marriage and family therapists",100,21.72,45180
"217","25","MA","Massachusetts","53-7072","Pump operators, except wellhead pumpers",100,21.73,45190
"218","18","IN","Indiana","19-1032","Foresters",100,21.98,45720
"219","08","CO","Colorado","47-4061","Rail-track laying and maintenance equipment operators",100,21.99,45730
"220","34","NJ","New Jersey","53-6041","Traffic technicians",100,22.19,46150
"221","27","MN","Minnesota","49-9096","Riggers",100,22.36,46500
"222","37","NC","North Carolina","51-8093","Petroleum pump system operators, refinery operators, and gaugers",100,22.38,46550
"223","39","OH","Ohio","47-5061","Roof bolters, mining",100,22.42,46630
"224","33","NH","New Hampshire","21-1029","Social workers, all other",100,22.48,46770
"225","34","NJ","New Jersey","33-2022","Forest fire inspectors and prevention specialists",100,22.57,46940
"226","11","DC","District of Columbia","49-9043","Maintenance workers, machinery",100,22.68,47170
"227","44","RI","Rhode Island","49-9012","Control and valve installers and repairers, except mechanical door",100,22.76,47330
"228","16","ID","Idaho","51-8091","Chemical plant and system operators",100,22.91,47660
"229","09","CT","Connecticut","51-4061","Model makers, metal and plastic",100,23.16,48170
"230","20","KS","Kansas","33-3031","Fish and game wardens",100,23.5,48870
"231","19","IA","Iowa","49-9097","Signal and track switch repairers",100,23.56,49010
"232","32","NV","Nevada","51-4051","Metal-refining furnace operators and tenders",100,23.69,49280
"233","33","NH","New Hampshire","17-3024","Electro-mechanical technicians",100,23.74,49380
"234","01","AL","Alabama","27-1029","Designers, all other",100,23.79,49490
"235","01","AL","Alabama","53-5031","Ship engineers",100,23.93,49780
"236","10","DE","Delaware","31-2011","Occupational therapist assistants",100,24.21,50360
"237","27","MN","Minnesota","49-2021","Radio mechanics",100,24.25,50430
"238","11","DC","District of Columbia","19-4011","Agricultural and food science technicians",100,24.31,50560
"239","32","NV","Nevada","27-1029","Designers, all other",100,24.46,50880
"240","72","PR","Puerto Rico","19-3039","Psychologists, all other",100,24.75,51470
"241","16","ID","Idaho","13-1061","Emergency management specialists",100,24.77,51530
"242","35","NM","New Mexico","27-1011","Art directors",100,24.89,51770
"243","32","NV","Nevada","49-2094","Electrical and electronics repairers, commercial and industrial equipment",100,25.03,52070
"244","29","MO","Missouri","19-1041","Epidemiologists",100,25.12,52240
"245","08","CO","Colorado","29-9012","Occupational health and safety technicians",100,25.14,52290
"246","72","PR","Puerto Rico","11-9081","Lodging managers",100,25.16,52340
"247","21","KY","Kentucky","13-1032","Insurance appraisers, auto damage",100,25.2,52420
"248","41","OR","Oregon","29-1129","Therapists, all other",100,25.22,52450
"249","49","UT","Utah","29-1121","Audiologists",100,25.64,53330
"250","44","RI","Rhode Island","21-1029","Social workers, all other",100,25.67,53380
"251","41","OR","Oregon","47-2072","Pile-driver operators",100,25.76,53570
"252","44","RI","Rhode Island","39-4011","Embalmers",100,25.81,53680
"253","20","KS","Kansas","33-2021","Fire inspectors and investigators",100,25.88,53830
"254","13","GA","Georgia","19-1011","Animal scientists",100,26.01,54090
"255","46","SD","South Dakota","17-3029","Engineering technicians, except drafters, all other",100,26.16,54400
"256","02","AK","Alaska","29-1031","Dietitians and nutritionists",100,26.2,54490
"257","15","HI","Hawaii","47-2022","Stonemasons",100,26.2,54500
"258","50","VT","Vermont","19-1031","Conservation scientists",100,26.31,54730
"259","08","CO","Colorado","13-1061","Emergency management specialists",100,26.32,54750
"260","37","NC","North Carolina","19-1012","Food scientists and technologists",100,26.33,54770
"261","22","LA","Louisiana","17-2031","Biomedical engineers",100,26.67,55470
"262","02","AK","Alaska","49-2098","Security and fire alarm systems installers",100,26.89,55920
"263","02","AK","Alaska","17-1021","Cartographers and photogrammetrists",100,27.25,56680
"264","41","OR","Oregon","27-4014","Sound engineering technicians",100,27.26,56700
"265","32","NV","Nevada","29-1129","Therapists, all other",100,27.27,56730
"266","10","DE","Delaware","27-3042","Technical writers",100,27.44,57070
"267","44","RI","Rhode Island","29-2031","Cardiovascular technologists and technicians",100,27.44,57080
"268","18","IN","Indiana","13-1011","Agents and business managers of artists, performers, and athletes",100,27.47,57150
"269","35","NM","New Mexico","29-9012","Occupational health and safety technicians",100,27.54,57290
"270","34","NJ","New Jersey","13-1021","Purchasing agents and buyers, farm products",100,27.61,57440
"271","02","AK","Alaska","51-8021","Stationary engineers and boiler operators",100,27.68,57570
"272","38","ND","North Dakota","19-3021","Market research analysts",100,28.02,58290
"273","38","ND","North Dakota","19-2031","Chemists",100,28.05,58350
"274","20","KS","Kansas","19-3039","Psychologists, all other",100,28.31,58880
"275","38","ND","North Dakota","29-9011","Occupational health and safety specialists",100,28.34,58940
"276","50","VT","Vermont","11-9061","Funeral directors",100,28.37,59010
"277","05","AR","Arkansas","19-3099","Social scientists and related workers, all other",100,28.7,59690
"278","33","NH","New Hampshire","49-2095","Electrical and electronics repairers, powerhouse, substation, and relay",100,28.8,59890
"279","33","NH","New Hampshire","29-1129","Therapists, all other",100,28.93,60170
"280","28","MS","Mississippi","41-9021","Real estate brokers",100,29,60330
"281","27","MN","Minnesota","19-1011","Animal scientists",100,29.12,60560
"282","15","HI","Hawaii","17-1012","Landscape architects",100,29.15,60640
"283","41","OR","Oregon","13-1061","Emergency management specialists",100,29.6,61570
"284","15","HI","Hawaii","27-1025","Interior designers",100,29.72,61820
"285","30","MT","Montana","17-2111","Health and safety engineers, except mining safety engineers and inspectors",100,29.76,61900
"286","35","NM","New Mexico","19-1023","Zoologists and wildlife biologists",100,29.79,61960
"287","10","DE","Delaware","19-1022","Microbiologists",100,29.82,62020
"288","21","KY","Kentucky","19-1012","Food scientists and technologists",100,29.87,62120
"289","10","DE","Delaware","11-9081","Lodging managers",100,29.97,62330
"290","20","KS","Kansas","19-2021","Atmospheric and space scientists",100,30.57,63580
"291","02","AK","Alaska","11-3051","Industrial production managers",100,30.6,63640
"292","45","SC","South Carolina","19-2012","Physicists",100,30.6,63640
"293","23","ME","Maine","53-4011","Locomotive engineers",100,30.69,63840
"294","12","FL","Florida","19-3041","Sociologists",100,31.28,65060
"295","56","WY","Wyoming","13-2031","Budget analysts",100,31.28,65070
"296","46","SD","South Dakota","11-9039","Education administrators, all other",100,31.3,65100
"297","41","OR","Oregon","19-2032","Materials scientists",100,31.44,65400
"298","49","UT","Utah","19-1021","Biochemists and biophysicists",100,31.49,65510
"299","02","AK","Alaska","19-3091","Anthropologists and archeologists",100,31.74,66010
"300","09","CT","Connecticut","19-1099","Life scientists, all other",100,31.95,66450
"301","50","VT","Vermont","41-9031","Sales engineers",100,31.97,66490
"302","29","MO","Missouri","29-2091","Orthotists and prosthetists",100,32.05,66660
"303","34","NJ","New Jersey","19-4051","Nuclear technicians",100,32.55,67700
"304","47","TN","Tennessee","17-2021","Agricultural engineers",100,32.62,67840
"305","39","OH","Ohio","17-2021","Agricultural engineers",100,33.08,68800
"306","39","OH","Ohio","17-2151","Mining and geological engineers, including mining safety engineers",100,33.31,69290
"307","36","NY","New York","19-3091","Anthropologists and archeologists",100,33.68,70050
"308","27","MN","Minnesota","17-2011","Aerospace engineers",100,34.17,71080
"309","05","AR","Arkansas","19-3039","Psychologists, all other",100,34.19,71120
"310","35","NM","New Mexico","23-1021","Administrative law judges, adjudicators, and hearing officers",100,34.48,71710
"311","15","HI","Hawaii","17-2061","Computer hardware engineers",100,34.64,72040
"312","21","KY","Kentucky","19-2099","Physical scientists, all other",100,34.8,72390
"313","72","PR","Puerto Rico","29-1021","Dentists, general",100,34.8,72380
"314","09","CT","Connecticut","19-1013","Soil and plant scientists",100,34.91,72620
"315","34","NJ","New Jersey","27-3021","Broadcast news analysts",100,34.92,72630
"316","20","KS","Kansas","15-1011","Computer and information scientists, research",100,35.76,74380
"317","26","MI","Michigan","11-9071","Gaming managers",100,35.84,74540
"318","38","ND","North Dakota","11-3061","Purchasing managers",100,36.1,75090
"319","24","MD","Maryland","51-8011","Nuclear power reactor operators",100,36.68,76300
"320","34","NJ","New Jersey","23-1022","Arbitrators, mediators, and conciliators",100,36.95,76860
"321","31","NE","Nebraska","19-3011","Economists",100,37.01,76980
"322","09","CT","Connecticut","29-1124","Radiation therapists",100,37.21,77390
"323","28","MS","Mississippi","29-1199","Health diagnosing and treating practitioners, all other",100,37.31,77600
"324","72","PR","Puerto Rico","13-2052","Personal financial advisors",100,37.51,78010
"325","50","VT","Vermont","17-2199","Engineers, all other",100,37.67,78360
"326","34","NJ","New Jersey","17-2121","Marine engineers and naval architects",100,37.99,79030
"327","01","AL","Alabama","17-2151","Mining and geological engineers, including mining safety engineers",100,38.55,80190
"328","26","MI","Michigan","27-3021","Broadcast news analysts",100,38.61,80300
"329","17","IL","Illinois","27-3021","Broadcast news analysts",100,38.77,80640
"330","33","NH","New Hampshire","11-9121","Natural sciences managers",100,40.01,83230
"331","19","IA","Iowa","53-2021","Air traffic controllers",100,40.06,83320
"332","49","UT","Utah","19-2021","Atmospheric and space scientists",100,40.11,83420
"333","11","DC","District of Columbia","29-1041","Optometrists",100,40.43,84100
"334","36","NY","New York","15-2021","Mathematicians",100,41.86,87070
"335","09","CT","Connecticut","19-2032","Materials scientists",100,42.46,88310
"336","33","NH","New Hampshire","11-3042","Training and development managers",100,43,89440
"337","44","RI","Rhode Island","11-3042","Training and development managers",100,43.14,89730
"338","18","IN","Indiana","15-1011","Computer and information scientists, research",100,43.17,89790
"339","09","CT","Connecticut","19-3039","Psychologists, all other",100,44.37,92280
"340","54","WV","West Virginia","29-1041","Optometrists",100,44.84,93270
"341","01","AL","Alabama","19-2099","Physical scientists, all other",100,45.2,94010
"342","21","KY","Kentucky","15-1011","Computer and information scientists, research",100,45.53,94710
"343","11","DC","District of Columbia","17-2041","Chemical engineers",100,45.75,95160
"344","29","MO","Missouri","19-2012","Physicists",100,49.4,102750
"345","27","MN","Minnesota","23-1021","Administrative law judges, adjudicators, and hearing officers",100,50.61,105280
"346","34","NJ","New Jersey","15-2091","Mathematical technicians",100,51.58,107280
"347","45","SC","South Carolina","29-1081","Podiatrists",100,52.43,109060
"348","19","IA","Iowa","29-1081","Podiatrists",100,53.17,110590
"349","46","SD","South Dakota","29-1041","Optometrists",100,53.53,111340
"350","01","AL","Alabama","23-1021","Administrative law judges, adjudicators, and hearing officers",100,54.83,114040
"351","35","NM","New Mexico","17-2161","Nuclear engineers",100,54.87,114140
"352","66","GU","Guam","39-6011","Baggage porters and bellhops",100,6.8,14130
"353","53","WA","Washington","29-1081","Podiatrists",100,65.73,136730
"354","41","OR","Oregon","29-1023","Orthodontists",100,68.49,142450
